,Date_YMD,Date_Hour,Presence or absence of a person,Accumulation of accidents
3344,2021-05-20,8:00,1,4
3345,2021-05-20,9:00,1,5
3346,2021-05-20,10:00,0,5
3347,2021-05-20,11:00,0,5
3348,2021-05-20,12:00,1,6
3349,2021-05-20,13:00,0,6
3350,2021-05-20,14:00,1,7
3351,2021-05-20,15:00,1,8
3352,2021-05-20,16:00,0,8
3353,2021-05-20,17:00,0,8
3354,2021-05-20,18:00,1,9
3355,2021-05-20,19:00,0,9
3356,2021-05-20,20:00,1,10
3357,2021-05-20,21:00,0,10
3358,2021-05-20,22:00,0,10
3359,2021-05-20,23:00,0,10
3360,2021-05-21,0:00,0,0
3361,2021-05-21,1:00,0,0
3362,2021-05-21,2:00,1,1
3363,2021-05-21,3:00,0,1
3364,2021-05-21,4:00,0,1
3365,2021-05-21,5:00,0,1
3366,2021-05-21,6:00,0,1
3367,2021-05-21,7:00,1,2
3368,2021-05-21,8:00,0,2
3369,2021-05-21,9:00,0,2
3370,2021-05-21,10:00,0,2
3371,2021-05-21,11:00,1,3
3372,2021-05-21,12:00,0,3
3373,2021-05-21,13:00,1,4
3374,2021-05-21,14:00,0,4
3375,2021-05-21,15:00,0,4
3376,2021-05-21,16:00,0,4
3377,2021-05-21,17:00,0,4
3378,2021-05-21,18:00,1,5
3379,2021-05-21,19:00,0,5
3380,2021-05-21,20:00,1,6
3381,2021-05-21,21:00,0,6
3382,2021-05-21,22:00,0,6
3383,2021-05-21,23:00,0,6
3384,2021-05-22,0:00,0,0
3385,2021-05-22,1:00,1,1
3386,2021-05-22,2:00,1,2
3387,2021-05-22,3:00,0,2
3388,2021-05-22,4:00,0,2
3389,2021-05-22,5:00,0,2
3390,2021-05-22,6:00,0,2
3391,2021-05-22,7:00,0,2
3392,2021-05-22,8:00,1,3
3393,2021-05-22,9:00,0,3
3394,2021-05-22,10:00,1,4
3395,2021-05-22,11:00,0,4
3396,2021-05-22,12:00,0,4
3397,2021-05-22,13:00,0,4
3398,2021-05-22,14:00,0,4
3399,2021-05-22,15:00,1,5
3400,2021-05-22,16:00,1,6
3401,2021-05-22,17:00,1,7
3402,2021-05-22,18:00,0,7
3403,2021-05-22,19:00,1,8
3404,2021-05-22,20:00,0,8
3405,2021-05-22,21:00,0,8
3406,2021-05-22,22:00,0,8
3407,2021-05-22,23:00,1,9
3408,2021-05-23,0:00,0,0
3409,2021-05-23,1:00,0,0
3410,2021-05-23,2:00,0,0
3411,2021-05-23,3:00,0,0
3412,2021-05-23,4:00,0,0
3413,2021-05-23,5:00,0,0
3414,2021-05-23,6:00,0,0
3415,2021-05-23,7:00,1,1
3416,2021-05-23,8:00,1,2
3417,2021-05-23,9:00,1,3
3418,2021-05-23,10:00,1,4
3419,2021-05-23,11:00,0,4
3420,2021-05-23,12:00,0,4
3421,2021-05-23,13:00,1,5
3422,2021-05-23,14:00,1,6
3423,2021-05-23,15:00,0,6
3424,2021-05-23,16:00,0,6
3425,2021-05-23,17:00,0,6
3426,2021-05-23,18:00,1,7
3427,2021-05-23,19:00,1,8
3428,2021-05-23,20:00,1,9
3429,2021-05-23,21:00,0,9
3430,2021-05-23,22:00,0,9
3431,2021-05-23,23:00,0,9
3432,2021-05-24,0:00,0,0
3433,2021-05-24,1:00,0,0
3434,2021-05-24,2:00,0,0
3435,2021-05-24,3:00,0,0
3436,2021-05-24,4:00,1,1
3437,2021-05-24,5:00,1,2
3438,2021-05-24,6:00,0,2
3439,2021-05-24,7:00,0,2
3440,2021-05-24,8:00,0,2
3441,2021-05-24,9:00,1,3
3442,2021-05-24,10:00,0,3
3443,2021-05-24,11:00,0,3
3444,2021-05-24,12:00,0,3
3445,2021-05-24,13:00,0,3
3446,2021-05-24,14:00,0,3
3447,2021-05-24,15:00,0,3
3448,2021-05-24,16:00,0,3
3449,2021-05-24,17:00,1,4
3450,2021-05-24,18:00,0,4
3451,2021-05-24,19:00,0,4
3452,2021-05-24,20:00,0,4
3453,2021-05-24,21:00,0,4
3454,2021-05-24,22:00,1,5
3455,2021-05-24,23:00,0,5
3456,2021-05-25,0:00,0,0
3457,2021-05-25,1:00,0,0
3458,2021-05-25,2:00,0,0
3459,2021-05-25,3:00,1,1
3460,2021-05-25,4:00,1,2
3461,2021-05-25,5:00,0,2
3462,2021-05-25,6:00,0,2
3463,2021-05-25,7:00,0,2
3464,2021-05-25,8:00,0,2
3465,2021-05-25,9:00,1,3
3466,2021-05-25,10:00,1,4
3467,2021-05-25,11:00,1,5
3468,2021-05-25,12:00,0,5
3469,2021-05-25,13:00,0,5
3470,2021-05-25,14:00,0,5
3471,2021-05-25,15:00,0,5
3472,2021-05-25,16:00,0,5
3473,2021-05-25,17:00,1,6
3474,2021-05-25,18:00,0,6
3475,2021-05-25,19:00,0,6
3476,2021-05-25,20:00,0,6
3477,2021-05-25,21:00,1,7
3478,2021-05-25,22:00,0,7
3479,2021-05-25,23:00,0,7
3480,2021-05-26,0:00,0,0
3481,2021-05-26,1:00,1,1
3482,2021-05-26,2:00,0,1
3483,2021-05-26,3:00,0,1
3484,2021-05-26,4:00,1,2
3485,2021-05-26,5:00,0,2
3486,2021-05-26,6:00,1,3
3487,2021-05-26,7:00,0,3
3488,2021-05-26,8:00,0,3
3489,2021-05-26,9:00,1,4
3490,2021-05-26,10:00,1,5
3491,2021-05-26,11:00,0,5
3492,2021-05-26,12:00,1,6
3493,2021-05-26,13:00,0,6
3494,2021-05-26,14:00,0,6
3495,2021-05-26,15:00,0,6
3496,2021-05-26,16:00,0,6
3497,2021-05-26,17:00,0,6
3498,2021-05-26,18:00,1,7
3499,2021-05-26,19:00,0,7
3500,2021-05-26,20:00,0,7
3501,2021-05-26,21:00,1,8
3502,2021-05-26,22:00,1,9
3503,2021-05-26,23:00,0,9
3504,2021-05-27,0:00,0,0
3505,2021-05-27,1:00,0,0
3506,2021-05-27,2:00,1,1
3507,2021-05-27,3:00,0,1
3508,2021-05-27,4:00,1,2
3509,2021-05-27,5:00,0,2
3510,2021-05-27,6:00,0,2
3511,2021-05-27,7:00,0,2
3512,2021-05-27,8:00,0,2
3513,2021-05-27,9:00,0,2
3514,2021-05-27,10:00,0,2
3515,2021-05-27,11:00,1,3
3516,2021-05-27,12:00,0,3
3517,2021-05-27,13:00,0,3
3518,2021-05-27,14:00,0,3
3519,2021-05-27,15:00,1,4
3520,2021-05-27,16:00,0,4
3521,2021-05-27,17:00,0,4
3522,2021-05-27,18:00,1,5
3523,2021-05-27,19:00,0,5
3524,2021-05-27,20:00,0,5
3525,2021-05-27,21:00,1,6
3526,2021-05-27,22:00,0,6
3527,2021-05-27,23:00,0,6
3528,2021-05-28,0:00,1,1
3529,2021-05-28,1:00,1,2
3530,2021-05-28,2:00,0,2
3531,2021-05-28,3:00,0,2
3532,2021-05-28,4:00,1,3
3533,2021-05-28,5:00,1,4
3534,2021-05-28,6:00,0,4
3535,2021-05-28,7:00,0,4
3536,2021-05-28,8:00,1,5
3537,2021-05-28,9:00,1,6
3538,2021-05-28,10:00,0,6
3539,2021-05-28,11:00,0,6
3540,2021-05-28,12:00,1,7
3541,2021-05-28,13:00,1,8
3542,2021-05-28,14:00,0,8
3543,2021-05-28,15:00,1,9
3544,2021-05-28,16:00,0,9
3545,2021-05-28,17:00,0,9
3546,2021-05-28,18:00,1,10
3547,2021-05-28,19:00,0,10
3548,2021-05-28,20:00,0,10
3549,2021-05-28,21:00,1,11
3550,2021-05-28,22:00,0,11
3551,2021-05-28,23:00,0,11
3552,2021-05-29,0:00,0,0
3553,2021-05-29,1:00,0,0
3554,2021-05-29,2:00,0,0
3555,2021-05-29,3:00,1,1
3556,2021-05-29,4:00,1,2
3557,2021-05-29,5:00,0,2
3558,2021-05-29,6:00,0,2
3559,2021-05-29,7:00,1,3
3560,2021-05-29,8:00,1,4
3561,2021-05-29,9:00,1,5
3562,2021-05-29,10:00,0,5
3563,2021-05-29,11:00,0,5
3564,2021-05-29,12:00,0,5
3565,2021-05-29,13:00,0,5
3566,2021-05-29,14:00,1,6
3567,2021-05-29,15:00,0,6
3568,2021-05-29,16:00,0,6
3569,2021-05-29,17:00,1,7
3570,2021-05-29,18:00,0,7
3571,2021-05-29,19:00,1,8
3572,2021-05-29,20:00,1,9
3573,2021-05-29,21:00,0,9
3574,2021-05-29,22:00,0,9
3575,2021-05-29,23:00,0,9
3576,2021-05-30,0:00,1,1
3577,2021-05-30,1:00,1,2
3578,2021-05-30,2:00,0,2
3579,2021-05-30,3:00,0,2
3580,2021-05-30,4:00,0,2
3581,2021-05-30,5:00,0,2
3582,2021-05-30,6:00,0,2
3583,2021-05-30,7:00,0,2
3584,2021-05-30,8:00,1,3
3585,2021-05-30,9:00,0,3
3586,2021-05-30,10:00,0,3
3587,2021-05-30,11:00,0,3
3588,2021-05-30,12:00,1,4
3589,2021-05-30,13:00,1,5
3590,2021-05-30,14:00,0,5
3591,2021-05-30,15:00,1,6
3592,2021-05-30,16:00,0,6
3593,2021-05-30,17:00,0,6
3594,2021-05-30,18:00,0,6
3595,2021-05-30,19:00,1,7
3596,2021-05-30,20:00,0,7
3597,2021-05-30,21:00,1,8
3598,2021-05-30,22:00,0,8
3599,2021-05-30,23:00,0,8
3600,2021-05-31,0:00,0,0
3601,2021-05-31,1:00,0,0
3602,2021-05-31,2:00,0,0
3603,2021-05-31,3:00,1,1
3604,2021-05-31,4:00,1,2
3605,2021-05-31,5:00,0,2
3606,2021-05-31,6:00,0,2
3607,2021-05-31,7:00,0,2
3608,2021-05-31,8:00,0,2
3609,2021-05-31,9:00,0,2
3610,2021-05-31,10:00,0,2
3611,2021-05-31,11:00,1,3
3612,2021-05-31,12:00,0,3
3613,2021-05-31,13:00,0,3
3614,2021-05-31,14:00,0,3
3615,2021-05-31,15:00,0,3
3616,2021-05-31,16:00,0,3
3617,2021-05-31,17:00,1,4
3618,2021-05-31,18:00,1,5
3619,2021-05-31,19:00,0,5
3620,2021-05-31,20:00,1,6
3621,2021-05-31,21:00,1,7
3622,2021-05-31,22:00,0,7
3623,2021-05-31,23:00,0,7
3624,2021-06-01,0:00,1,1
3625,2021-06-01,1:00,0,1
3626,2021-06-01,2:00,0,1
3627,2021-06-01,3:00,1,2
3628,2021-06-01,4:00,0,2
3629,2021-06-01,5:00,0,2
3630,2021-06-01,6:00,0,2
3631,2021-06-01,7:00,0,2
3632,2021-06-01,8:00,1,3
3633,2021-06-01,9:00,1,4
3634,2021-06-01,10:00,1,5
3635,2021-06-01,11:00,1,6
3636,2021-06-01,12:00,0,6
3637,2021-06-01,13:00,0,6
3638,2021-06-01,14:00,0,6
3639,2021-06-01,15:00,1,7
3640,2021-06-01,16:00,1,8
3641,2021-06-01,17:00,0,8
3642,2021-06-01,18:00,0,8
3643,2021-06-01,19:00,0,8
3644,2021-06-01,20:00,0,8
3645,2021-06-01,21:00,1,9
3646,2021-06-01,22:00,1,10
3647,2021-06-01,23:00,0,10
3648,2021-06-02,0:00,0,0
3649,2021-06-02,1:00,0,0
3650,2021-06-02,2:00,1,1
3651,2021-06-02,3:00,1,2
3652,2021-06-02,4:00,1,3
3653,2021-06-02,5:00,1,4
3654,2021-06-02,6:00,0,4
3655,2021-06-02,7:00,0,4
3656,2021-06-02,8:00,0,4
3657,2021-06-02,9:00,1,5
3658,2021-06-02,10:00,0,5
3659,2021-06-02,11:00,0,5
3660,2021-06-02,12:00,1,6
3661,2021-06-02,13:00,1,7
3662,2021-06-02,14:00,0,7
3663,2021-06-02,15:00,0,7
3664,2021-06-02,16:00,0,7
3665,2021-06-02,17:00,1,8
3666,2021-06-02,18:00,1,9
3667,2021-06-02,19:00,0,9
3668,2021-06-02,20:00,1,10
3669,2021-06-02,21:00,1,11
3670,2021-06-02,22:00,0,11
3671,2021-06-02,23:00,0,11
3672,2021-06-03,0:00,1,1
3673,2021-06-03,1:00,0,1
3674,2021-06-03,2:00,0,1
3675,2021-06-03,3:00,0,1
3676,2021-06-03,4:00,0,1
3677,2021-06-03,5:00,0,1
3678,2021-06-03,6:00,0,1
3679,2021-06-03,7:00,0,1
3680,2021-06-03,8:00,0,1
3681,2021-06-03,9:00,0,1
3682,2021-06-03,10:00,0,1
3683,2021-06-03,11:00,1,2
3684,2021-06-03,12:00,0,2
3685,2021-06-03,13:00,0,2
3686,2021-06-03,14:00,0,2
3687,2021-06-03,15:00,0,2
3688,2021-06-03,16:00,0,2
3689,2021-06-03,17:00,1,3
3690,2021-06-03,18:00,1,4
3691,2021-06-03,19:00,1,5
3692,2021-06-03,20:00,0,5
3693,2021-06-03,21:00,0,5
3694,2021-06-03,22:00,0,5
3695,2021-06-03,23:00,0,5
3696,2021-06-04,0:00,1,1
3697,2021-06-04,1:00,1,2
3698,2021-06-04,2:00,0,2
3699,2021-06-04,3:00,0,2
3700,2021-06-04,4:00,1,3
3701,2021-06-04,5:00,0,3
3702,2021-06-04,6:00,1,4
3703,2021-06-04,7:00,0,4
3704,2021-06-04,8:00,1,5
3705,2021-06-04,9:00,0,5
3706,2021-06-04,10:00,0,5
3707,2021-06-04,11:00,0,5
3708,2021-06-04,12:00,0,5
3709,2021-06-04,13:00,0,5
3710,2021-06-04,14:00,1,6
3711,2021-06-04,15:00,0,6
3712,2021-06-04,16:00,0,6
3713,2021-06-04,17:00,0,6
3714,2021-06-04,18:00,0,6
3715,2021-06-04,19:00,0,6
3716,2021-06-04,20:00,0,6
3717,2021-06-04,21:00,1,7
3718,2021-06-04,22:00,0,7
3719,2021-06-04,23:00,1,8
3720,2021-06-05,0:00,0,0
3721,2021-06-05,1:00,0,0
3722,2021-06-05,2:00,1,1
3723,2021-06-05,3:00,0,1
3724,2021-06-05,4:00,0,1
3725,2021-06-05,5:00,0,1
3726,2021-06-05,6:00,0,1
3727,2021-06-05,7:00,0,1
3728,2021-06-05,8:00,0,1
3729,2021-06-05,9:00,0,1
3730,2021-06-05,10:00,0,1
3731,2021-06-05,11:00,0,1
3732,2021-06-05,12:00,1,2
3733,2021-06-05,13:00,1,3
3734,2021-06-05,14:00,0,3
3735,2021-06-05,15:00,0,3
3736,2021-06-05,16:00,0,3
3737,2021-06-05,17:00,0,3
3738,2021-06-05,18:00,1,4
3739,2021-06-05,19:00,0,4
3740,2021-06-05,20:00,0,4
3741,2021-06-05,21:00,1,5
3742,2021-06-05,22:00,0,5
3743,2021-06-05,23:00,1,6
3744,2021-06-06,0:00,1,1
3745,2021-06-06,1:00,0,1
3746,2021-06-06,2:00,0,1
3747,2021-06-06,3:00,0,1
3748,2021-06-06,4:00,0,1
3749,2021-06-06,5:00,0,1
3750,2021-06-06,6:00,1,2
3751,2021-06-06,7:00,1,3
3752,2021-06-06,8:00,0,3
3753,2021-06-06,9:00,0,3
3754,2021-06-06,10:00,0,3
3755,2021-06-06,11:00,0,3
3756,2021-06-06,12:00,0,3
3757,2021-06-06,13:00,1,4
3758,2021-06-06,14:00,1,5
3759,2021-06-06,15:00,0,5
3760,2021-06-06,16:00,1,6
3761,2021-06-06,17:00,0,6
3762,2021-06-06,18:00,1,7
3763,2021-06-06,19:00,0,7
3764,2021-06-06,20:00,1,8
3765,2021-06-06,21:00,1,9
3766,2021-06-06,22:00,0,9
3767,2021-06-06,23:00,0,9
3768,2021-06-07,0:00,1,1
3769,2021-06-07,1:00,0,1
3770,2021-06-07,2:00,0,1
3771,2021-06-07,3:00,1,2
3772,2021-06-07,4:00,0,2
3773,2021-06-07,5:00,0,2
3774,2021-06-07,6:00,1,3
3775,2021-06-07,7:00,0,3
3776,2021-06-07,8:00,0,3
3777,2021-06-07,9:00,0,3
3778,2021-06-07,10:00,1,4
3779,2021-06-07,11:00,0,4
3780,2021-06-07,12:00,0,4
3781,2021-06-07,13:00,1,5
3782,2021-06-07,14:00,1,6
3783,2021-06-07,15:00,1,7
3784,2021-06-07,16:00,1,8
3785,2021-06-07,17:00,0,8
3786,2021-06-07,18:00,0,8
3787,2021-06-07,19:00,0,8
3788,2021-06-07,20:00,0,8
3789,2021-06-07,21:00,0,8
3790,2021-06-07,22:00,1,9
3791,2021-06-07,23:00,1,10
3792,2021-06-08,0:00,1,1
3793,2021-06-08,1:00,1,2
3794,2021-06-08,2:00,1,3
3795,2021-06-08,3:00,1,4
3796,2021-06-08,4:00,0,4
3797,2021-06-08,5:00,1,5
3798,2021-06-08,6:00,0,5
3799,2021-06-08,7:00,0,5
3800,2021-06-08,8:00,0,5
3801,2021-06-08,9:00,0,5
3802,2021-06-08,10:00,0,5
3803,2021-06-08,11:00,1,6
3804,2021-06-08,12:00,0,6
3805,2021-06-08,13:00,0,6
3806,2021-06-08,14:00,0,6
3807,2021-06-08,15:00,1,7
3808,2021-06-08,16:00,0,7
3809,2021-06-08,17:00,0,7
3810,2021-06-08,18:00,1,8
3811,2021-06-08,19:00,1,9
3812,2021-06-08,20:00,0,9
3813,2021-06-08,21:00,0,9
3814,2021-06-08,22:00,0,9
3815,2021-06-08,23:00,1,10
3816,2021-06-09,0:00,0,0
3817,2021-06-09,1:00,0,0
3818,2021-06-09,2:00,0,0
3819,2021-06-09,3:00,0,0
3820,2021-06-09,4:00,0,0
3821,2021-06-09,5:00,0,0
3822,2021-06-09,6:00,0,0
3823,2021-06-09,7:00,0,0
3824,2021-06-09,8:00,1,1
3825,2021-06-09,9:00,1,2
3826,2021-06-09,10:00,0,2
3827,2021-06-09,11:00,1,3
3828,2021-06-09,12:00,0,3
3829,2021-06-09,13:00,1,4
3830,2021-06-09,14:00,0,4
3831,2021-06-09,15:00,1,5
3832,2021-06-09,16:00,0,5
3833,2021-06-09,17:00,0,5
3834,2021-06-09,18:00,0,5
3835,2021-06-09,19:00,0,5
3836,2021-06-09,20:00,1,6
3837,2021-06-09,21:00,0,6
3838,2021-06-09,22:00,1,7
3839,2021-06-09,23:00,0,7
3840,2021-06-10,0:00,0,0
3841,2021-06-10,1:00,0,0
3842,2021-06-10,2:00,1,1
3843,2021-06-10,3:00,1,2
3844,2021-06-10,4:00,0,2
3845,2021-06-10,5:00,0,2
3846,2021-06-10,6:00,1,3
3847,2021-06-10,7:00,0,3
3848,2021-06-10,8:00,0,3
3849,2021-06-10,9:00,0,3
3850,2021-06-10,10:00,0,3
3851,2021-06-10,11:00,1,4
3852,2021-06-10,12:00,1,5
3853,2021-06-10,13:00,0,5
3854,2021-06-10,14:00,1,6
3855,2021-06-10,15:00,0,6
3856,2021-06-10,16:00,0,6
3857,2021-06-10,17:00,0,6
3858,2021-06-10,18:00,1,7
3859,2021-06-10,19:00,0,7
3860,2021-06-10,20:00,0,7
3861,2021-06-10,21:00,0,7
3862,2021-06-10,22:00,1,8
3863,2021-06-10,23:00,0,8
3864,2021-06-11,0:00,0,0
3865,2021-06-11,1:00,1,1
3866,2021-06-11,2:00,0,1
3867,2021-06-11,3:00,1,2
3868,2021-06-11,4:00,0,2
3869,2021-06-11,5:00,0,2
3870,2021-06-11,6:00,0,2
3871,2021-06-11,7:00,0,2
3872,2021-06-11,8:00,0,2
3873,2021-06-11,9:00,1,3
3874,2021-06-11,10:00,0,3
3875,2021-06-11,11:00,1,4
3876,2021-06-11,12:00,1,5
3877,2021-06-11,13:00,0,5
3878,2021-06-11,14:00,0,5
3879,2021-06-11,15:00,1,6
3880,2021-06-11,16:00,1,7
3881,2021-06-11,17:00,0,7
3882,2021-06-11,18:00,1,8
3883,2021-06-11,19:00,1,9
3884,2021-06-11,20:00,0,9
3885,2021-06-11,21:00,0,9
3886,2021-06-11,22:00,0,9
3887,2021-06-11,23:00,0,9
3888,2021-06-12,0:00,0,0
3889,2021-06-12,1:00,0,0
3890,2021-06-12,2:00,0,0
3891,2021-06-12,3:00,0,0
3892,2021-06-12,4:00,0,0
3893,2021-06-12,5:00,1,1
3894,2021-06-12,6:00,1,2
3895,2021-06-12,7:00,0,2
3896,2021-06-12,8:00,0,2
3897,2021-06-12,9:00,1,3
3898,2021-06-12,10:00,0,3
3899,2021-06-12,11:00,0,3
3900,2021-06-12,12:00,0,3
3901,2021-06-12,13:00,0,3
3902,2021-06-12,14:00,1,4
3903,2021-06-12,15:00,0,4
3904,2021-06-12,16:00,0,4
3905,2021-06-12,17:00,1,5
3906,2021-06-12,18:00,1,6
3907,2021-06-12,19:00,0,6
3908,2021-06-12,20:00,1,7
3909,2021-06-12,21:00,0,7
3910,2021-06-12,22:00,1,8
3911,2021-06-12,23:00,0,8
3912,2021-06-13,0:00,0,0
3913,2021-06-13,1:00,0,0
3914,2021-06-13,2:00,0,0
3915,2021-06-13,3:00,1,1
3916,2021-06-13,4:00,0,1
3917,2021-06-13,5:00,1,2
3918,2021-06-13,6:00,0,2
3919,2021-06-13,7:00,0,2
3920,2021-06-13,8:00,0,2
3921,2021-06-13,9:00,1,3
3922,2021-06-13,10:00,0,3
3923,2021-06-13,11:00,0,3
3924,2021-06-13,12:00,0,3
3925,2021-06-13,13:00,0,3
3926,2021-06-13,14:00,0,3
3927,2021-06-13,15:00,0,3
3928,2021-06-13,16:00,1,4
3929,2021-06-13,17:00,0,4
3930,2021-06-13,18:00,1,5
3931,2021-06-13,19:00,1,6
3932,2021-06-13,20:00,0,6
3933,2021-06-13,21:00,1,7
3934,2021-06-13,22:00,0,7
3935,2021-06-13,23:00,1,8
3936,2021-06-14,0:00,0,0
3937,2021-06-14,1:00,1,1
3938,2021-06-14,2:00,1,2
3939,2021-06-14,3:00,1,3
3940,2021-06-14,4:00,0,3
3941,2021-06-14,5:00,0,3
3942,2021-06-14,6:00,0,3
3943,2021-06-14,7:00,0,3
3944,2021-06-14,8:00,0,3
3945,2021-06-14,9:00,0,3
3946,2021-06-14,10:00,0,3
3947,2021-06-14,11:00,0,3
3948,2021-06-14,12:00,0,3
3949,2021-06-14,13:00,0,3
3950,2021-06-14,14:00,0,3
3951,2021-06-14,15:00,0,3
3952,2021-06-14,16:00,0,3
3953,2021-06-14,17:00,0,3
3954,2021-06-14,18:00,0,3
3955,2021-06-14,19:00,0,3
3956,2021-06-14,20:00,1,4
3957,2021-06-14,21:00,1,5
3958,2021-06-14,22:00,0,5
3959,2021-06-14,23:00,0,5
3960,2021-06-15,0:00,1,1
3961,2021-06-15,1:00,0,1
3962,2021-06-15,2:00,0,1
3963,2021-06-15,3:00,0,1
3964,2021-06-15,4:00,1,2
3965,2021-06-15,5:00,0,2
3966,2021-06-15,6:00,1,3
3967,2021-06-15,7:00,0,3
3968,2021-06-15,8:00,0,3
3969,2021-06-15,9:00,0,3
3970,2021-06-15,10:00,0,3
3971,2021-06-15,11:00,1,4
3972,2021-06-15,12:00,0,4
3973,2021-06-15,13:00,1,5
3974,2021-06-15,14:00,1,6
3975,2021-06-15,15:00,0,6
3976,2021-06-15,16:00,1,7
3977,2021-06-15,17:00,1,8
3978,2021-06-15,18:00,0,8
3979,2021-06-15,19:00,0,8
3980,2021-06-15,20:00,0,8
3981,2021-06-15,21:00,0,8
3982,2021-06-15,22:00,1,9
3983,2021-06-15,23:00,0,9
3984,2021-06-16,0:00,0,0
3985,2021-06-16,1:00,0,0
3986,2021-06-16,2:00,1,1
3987,2021-06-16,3:00,1,2
3988,2021-06-16,4:00,1,3
3989,2021-06-16,5:00,0,3
3990,2021-06-16,6:00,0,3
3991,2021-06-16,7:00,0,3
3992,2021-06-16,8:00,1,4
3993,2021-06-16,9:00,0,4
3994,2021-06-16,10:00,1,5
3995,2021-06-16,11:00,0,5
3996,2021-06-16,12:00,0,5
3997,2021-06-16,13:00,1,6
3998,2021-06-16,14:00,1,7
3999,2021-06-16,15:00,0,7
4000,2021-06-16,16:00,1,8
4001,2021-06-16,17:00,0,8
4002,2021-06-16,18:00,0,8
4003,2021-06-16,19:00,1,9
4004,2021-06-16,20:00,0,9
4005,2021-06-16,21:00,0,9
4006,2021-06-16,22:00,1,10
4007,2021-06-16,23:00,0,10
4008,2021-06-17,0:00,0,0
4009,2021-06-17,1:00,0,0
4010,2021-06-17,2:00,1,1
4011,2021-06-17,3:00,0,1
4012,2021-06-17,4:00,0,1
4013,2021-06-17,5:00,0,1
4014,2021-06-17,6:00,0,1
4015,2021-06-17,7:00,0,1
4016,2021-06-17,8:00,1,2
4017,2021-06-17,9:00,0,2
4018,2021-06-17,10:00,0,2
4019,2021-06-17,11:00,0,2
4020,2021-06-17,12:00,0,2
4021,2021-06-17,13:00,0,2
4022,2021-06-17,14:00,1,3
4023,2021-06-17,15:00,1,4
4024,2021-06-17,16:00,0,4
4025,2021-06-17,17:00,0,4
4026,2021-06-17,18:00,1,5
4027,2021-06-17,19:00,0,5
4028,2021-06-17,20:00,0,5
4029,2021-06-17,21:00,0,5
4030,2021-06-17,22:00,0,5
4031,2021-06-17,23:00,0,5
4032,2021-06-18,0:00,0,0
4033,2021-06-18,1:00,1,1
4034,2021-06-18,2:00,1,2
4035,2021-06-18,3:00,0,2
4036,2021-06-18,4:00,1,3
4037,2021-06-18,5:00,1,4
4038,2021-06-18,6:00,0,4
4039,2021-06-18,7:00,1,5
4040,2021-06-18,8:00,0,5
4041,2021-06-18,9:00,0,5
4042,2021-06-18,10:00,0,5
4043,2021-06-18,11:00,0,5
4044,2021-06-18,12:00,0,5
4045,2021-06-18,13:00,1,6
4046,2021-06-18,14:00,1,7
4047,2021-06-18,15:00,1,8
4048,2021-06-18,16:00,1,9
4049,2021-06-18,17:00,0,9
4050,2021-06-18,18:00,1,10
4051,2021-06-18,19:00,0,10
4052,2021-06-18,20:00,0,10
4053,2021-06-18,21:00,0,10
4054,2021-06-18,22:00,0,10
4055,2021-06-18,23:00,0,10
4056,2021-06-19,0:00,0,0
4057,2021-06-19,1:00,0,0
4058,2021-06-19,2:00,1,1
4059,2021-06-19,3:00,0,1
4060,2021-06-19,4:00,0,1
4061,2021-06-19,5:00,0,1
4062,2021-06-19,6:00,0,1
4063,2021-06-19,7:00,0,1
4064,2021-06-19,8:00,1,2
4065,2021-06-19,9:00,1,3
4066,2021-06-19,10:00,0,3
4067,2021-06-19,11:00,1,4
4068,2021-06-19,12:00,0,4
4069,2021-06-19,13:00,1,5
4070,2021-06-19,14:00,1,6
4071,2021-06-19,15:00,0,6
4072,2021-06-19,16:00,1,7
4073,2021-06-19,17:00,0,7
4074,2021-06-19,18:00,0,7
4075,2021-06-19,19:00,0,7
4076,2021-06-19,20:00,0,7
4077,2021-06-19,21:00,0,7
4078,2021-06-19,22:00,1,8
4079,2021-06-19,23:00,0,8
4080,2021-06-20,0:00,0,0
4081,2021-06-20,1:00,0,0
4082,2021-06-20,2:00,0,0
4083,2021-06-20,3:00,1,1
4084,2021-06-20,4:00,0,1
4085,2021-06-20,5:00,0,1
4086,2021-06-20,6:00,0,1
4087,2021-06-20,7:00,0,1
4088,2021-06-20,8:00,1,2
4089,2021-06-20,9:00,0,2
4090,2021-06-20,10:00,0,2
4091,2021-06-20,11:00,0,2
4092,2021-06-20,12:00,0,2
4093,2021-06-20,13:00,1,3
4094,2021-06-20,14:00,1,4
4095,2021-06-20,15:00,1,5
4096,2021-06-20,16:00,0,5
4097,2021-06-20,17:00,1,6
4098,2021-06-20,18:00,0,6
4099,2021-06-20,19:00,0,6
4100,2021-06-20,20:00,1,7
4101,2021-06-20,21:00,0,7
4102,2021-06-20,22:00,0,7
4103,2021-06-20,23:00,0,7
4104,2021-06-21,0:00,1,1
4105,2021-06-21,1:00,0,1
4106,2021-06-21,2:00,0,1
4107,2021-06-21,3:00,0,1
4108,2021-06-21,4:00,0,1
4109,2021-06-21,5:00,0,1
4110,2021-06-21,6:00,0,1
4111,2021-06-21,7:00,0,1
4112,2021-06-21,8:00,1,2
4113,2021-06-21,9:00,0,2
4114,2021-06-21,10:00,1,3
4115,2021-06-21,11:00,0,3
4116,2021-06-21,12:00,0,3
4117,2021-06-21,13:00,0,3
4118,2021-06-21,14:00,1,4
